Index,"Common node ID,(named swift nodes in GAMS codes)"
0,129
1,2
2,3
3,130
4,136
5,137
6,138
7,12
8,15
9,143
10,17
11,18
12,19
13,146
14,149
15,24
16,152
17,153
18,26
19,28
20,29
21,33
22,34
23,162
24,163
25,168
26,41
27,42
28,43
29,173
30,175
31,48
32,179
33,52
34,180
35,55
36,183
37,58
38,59
39,67
40,68
41,76
42,79
43,81
44,87
45,89
46,92
47,93
48,96
49,98
50,99
51,106
52,108
53,111
54,113
55,114
56,115
57,120
58,124
59,125
