Link_ID in VISSIM,Length(km),Green_ratio,Lanes
3662,0.157,0.33,2
3663,0.155,0.17,1
3664,0.273,1.0,3
3665,0.228,1.0,3
3666,0.069,1.0,3
3667,0.159,0.33,2
3668,0.158,0.17,1
3669,0.053,1.0,3
3670,0.062,1.0,1
3671,0.061,1.0,1
3676,0.14,1.0,3
3677,0.151,0.33,2
3678,0.151,0.17,1
3679,0.328,1.0,3
3680,0.136,1.0,2
3681,0.05,1.0,2
3682,0.152,0.17,1
3683,0.152,0.33,1
3684,0.08,1.0,3
3685,0.157,0.33,2
3686,0.155,0.17,1
3687,0.239,1.0,3
3688,0.32,1.0,2
3689,0.152,1.0,2
3690,0.159,0.33,1
3691,0.158,0.17,1
3692,0.058,1.0,3
3693,0.062,1.0,1
3694,0.061,1.0,1
3699,0.118,1.0,3
3700,0.151,0.33,2
3701,0.151,0.17,1
3702,0.269,1.0,3
3703,0.272,1.0,2
3704,0.11,1.0,2
3705,0.152,0.17,1
3706,0.152,0.33,1
3707,0.106,1.0,3
3708,0.157,0.33,2
3709,0.155,0.17,1
3710,0.266,1.0,3
3711,0.256,1.0,2
3712,0.092,1.0,2
3713,0.159,0.33,1
3714,0.158,0.17,1
3719,0.345,1.0,3
3720,0.151,0.33,2
3721,0.151,0.17,1
3722,0.503,1.0,3
3723,0.381,1.0,3
3724,0.212,1.0,3
3725,0.152,0.17,1
3726,0.152,0.33,2
3727,0.341,1.0,3
3728,0.157,0.33,2
3729,0.155,0.17,1
3730,0.493,1.0,3
3731,0.142,1.0,3
3732,0.093,1.0,3
3733,0.159,0.33,2
3734,0.158,0.17,1
3735,0.203,1.0,3
3736,0.062,1.0,1
3737,0.061,1.0,1
3738,0.035,1.0,1
3739,0.14,1.0,3
3740,0.151,0.33,2
3741,0.151,0.17,1
3742,0.511,1.0,3
3743,0.381,1.0,3
3744,0.212,1.0,3
3745,0.152,0.17,1
3746,0.152,0.33,2
3747,0.365,1.0,3
3748,0.157,0.33,2
3749,0.155,0.17,1
3750,0.524,1.0,3
3751,0.28,1.0,3
3752,0.117,1.0,3
3753,0.159,0.33,2
3754,0.158,0.17,1
3755,0.039,1.0,1
3756,0.102,1.0,1
3757,0.102,1.0,1
3758,0.192,1.0,1
3759,0.188,0.33,1
3760,0.179,0.36,1
3761,0.187,1.0,1
3762,0.14,1.0,1
3763,0.138,0.36,1
3764,0.118,0.36,1
3765,0.119,1.0,1
3766,0.36,0.33,1
3767,0.365,1.0,1
3768,0.345,1.0,3
3769,0.151,0.33,2
3770,0.151,0.17,1
3771,0.503,1.0,3
3772,0.177,1.0,3
3773,0.231,1.0,3
3774,0.152,0.17,1
3775,0.152,0.33,2
3776,0.341,1.0,3
3777,0.157,0.33,2
3778,0.155,0.17,1
3779,0.493,1.0,3
3780,0.062,1.0,3
3781,0.046,1.0,3
3782,0.159,0.33,2
3783,0.158,0.17,1
3784,0.203,1.0,3
3785,0.062,1.0,1
3786,0.061,1.0,1
3787,0.201,1.0,1
3788,0.14,1.0,3
3789,0.151,0.33,2
3790,0.151,0.17,1
3791,0.511,1.0,3
3792,0.382,1.0,3
3793,0.217,1.0,3
3794,0.152,0.17,1
3795,0.152,0.33,2
3796,0.11,1.0,3
3797,0.157,0.33,2
3798,0.155,0.17,1
3799,0.224,1.0,3
3800,0.083,1.0,3
3801,0.033,1.0,3
3802,0.159,0.33,2
3803,0.158,0.17,1
3804,0.207,1.0,1
3805,0.043,1.0,1
3806,0.042,1.0,1
3807,0.11,0.67,3
3808,0.211,0.67,3
3809,0.355,1.0,1
3810,0.343,1.0,1
3811,0.086,0.36,1
3812,0.114,1.0,1
3813,0.086,1.0,1
3814,0.113,1.0,1
3815,0.037,1.0,1
3816,0.037,1.0,1
3817,0.044,1.0,1
3818,0.044,1.0,1
3819,0.035,1.0,1
3820,0.035,1.0,1
3821,0.039,1.0,1
3822,0.037,1.0,1
3823,0.041,1.0,1
3824,0.043,1.0,1
3825,0.064,1.0,1
3826,0.062,1.0,1
3827,0.043,1.0,1
3828,0.045,1.0,1
3829,0.039,1.0,1
3830,0.048,1.0,1
3831,0.097,1.0,1
3832,0.102,1.0,1
3833,0.133,1.0,1
3834,0.135,1.0,1
3835,0.118,1.0,1
3836,0.118,1.0,1
3837,0.048,1.0,1
3838,0.049,1.0,1
3855,0.349,1.0,3
3856,0.151,0.33,2
3857,0.151,0.17,1
3858,0.503,1.0,3
3859,0.381,1.0,3
3860,0.212,1.0,3
3861,0.152,0.17,1
3862,0.152,0.33,2
3863,0.341,1.0,3
3864,0.157,0.33,2
3865,0.155,0.17,1
3866,0.493,1.0,3
3867,0.142,1.0,3
3868,0.093,1.0,3
3869,0.159,0.33,2
3870,0.158,0.17,1
3871,0.203,1.0,3
3872,0.062,1.0,1
3873,0.061,1.0,1
3874,0.035,1.0,1
3875,0.14,1.0,3
3876,0.151,0.33,2
3877,0.151,0.17,1
3878,0.511,1.0,3
3879,0.381,1.0,3
3880,0.212,1.0,3
3881,0.152,0.17,1
3882,0.152,0.33,2
3883,0.35,1.0,3
3884,0.157,0.33,2
3885,0.155,0.17,1
3886,0.51,1.0,3
3887,0.28,1.0,3
3888,0.117,1.0,3
3889,0.159,0.33,2
3890,0.158,0.17,1
3891,0.039,1.0,1
3892,0.102,1.0,1
3893,0.102,1.0,1
3894,0.192,1.0,1
3895,0.188,0.33,1
3896,0.179,0.5,1
3897,0.187,1.0,1
3898,0.14,1.0,1
3899,0.138,0.5,1
3900,0.118,0.5,1
3901,0.119,1.0,1
3902,0.36,0.33,1
3903,0.365,1.0,1
3904,0.095,1.0,3
3905,0.151,0.33,2
3906,0.151,0.17,1
3907,0.238,1.0,3
3908,0.177,1.0,3
3909,0.231,1.0,3
3910,0.152,0.17,1
3911,0.152,0.33,2
3912,0.341,1.0,3
3913,0.157,0.33,2
3914,0.155,0.17,1
3915,0.493,1.0,3
3916,0.058,1.0,3
3917,0.048,1.0,3
3918,0.159,0.33,2
3919,0.158,0.17,1
3920,0.203,1.0,3
3921,0.062,1.0,1
3922,0.061,1.0,1
3923,0.201,1.0,1
3924,0.14,1.0,3
3925,0.151,0.33,2
3926,0.151,0.17,1
3927,0.511,1.0,3
3928,0.382,1.0,3
3929,0.217,1.0,3
3930,0.152,0.17,1
3931,0.152,0.33,2
3932,0.346,1.0,3
3933,0.157,0.33,2
3934,0.155,0.17,1
3935,0.503,1.0,3
3936,0.08,1.0,3
3937,0.041,1.0,3
3938,0.159,0.33,2
3939,0.156,0.17,1
3940,0.207,1.0,1
3941,0.06,1.0,1
3942,0.06,1.0,1
3943,0.11,0.67,3
3944,0.211,0.67,3
3945,0.188,1.0,1
3946,0.031,1.0,1
3947,0.086,0.5,1
3948,0.114,1.0,1
3949,0.086,1.0,1
3950,0.113,1.0,1
4018,0.015,1.0,3
4019,0.151,0.33,2
4020,0.151,0.17,1
4021,0.283,1.0,3
4022,0.306,1.0,2
4023,0.143,1.0,2
4024,0.152,0.17,1
4025,0.152,0.33,1
4026,0.043,1.0,3
4027,0.157,0.33,2
4028,0.155,0.17,1
4029,0.199,1.0,3
4030,0.221,1.0,2
4031,0.138,1.0,2
4032,0.159,0.33,1
4033,0.158,0.17,1
4034,0.148,1.0,3
4035,0.062,1.0,1
4036,0.061,1.0,1
4145,0.03,1.0,2
4146,0.06,0.27,1
4147,0.128,1.0,2
4148,0.062,0.27,1
4421,0.061,0.36,1
4422,0.095,1.0,2
4423,0.198,1.0,2
4424,0.068,0.36,1
4425,0.261,0.36,1
4426,0.264,1.0,1
4472,0.072,0.36,1
4474,0.22,1.0,1
4512,0.345,1.0,3
4513,0.151,0.33,2
4514,0.151,0.17,1
4515,0.503,1.0,3
4516,0.13,1.0,3
4517,0.151,1.0,3
4518,0.152,0.17,1
4519,0.152,0.33,2
4520,0.341,1.0,3
4521,0.157,0.33,2
4522,0.155,0.17,1
4523,0.493,1.0,3
4524,0.142,1.0,3
4525,0.093,1.0,3
4526,0.159,0.33,2
4527,0.158,0.17,1
4528,0.203,1.0,3
4529,0.062,1.0,1
4530,0.061,1.0,1
4531,0.035,1.0,1
4532,0.14,1.0,3
4533,0.151,0.33,2
4534,0.151,0.17,1
4535,0.511,1.0,3
4536,0.103,1.0,3
4537,0.081,1.0,3
4538,0.152,0.17,1
4539,0.152,0.33,2
4540,0.365,1.0,3
4541,0.157,0.33,2
4542,0.155,0.17,1
4543,0.524,1.0,3
4544,0.28,1.0,3
4545,0.117,1.0,3
4546,0.159,0.33,2
4547,0.158,0.17,1
4548,0.039,1.0,1
4549,0.102,1.0,1
4550,0.102,1.0,1
4551,0.192,1.0,1
4552,0.188,0.33,1
4553,0.179,0.5,1
4554,0.187,1.0,1
4555,0.14,1.0,1
4556,0.138,0.5,1
4557,0.118,0.5,1
4558,0.119,1.0,1
4559,0.36,0.33,1
4560,0.365,1.0,1
4561,0.345,1.0,3
4562,0.151,0.33,2
4563,0.151,0.17,1
4564,0.503,1.0,3
4565,0.177,1.0,3
4566,0.231,1.0,3
4567,0.152,0.17,1
4568,0.152,0.33,2
4569,0.341,1.0,3
4570,0.157,0.33,2
4571,0.155,0.17,1
4572,0.493,1.0,3
4573,0.528,1.0,3
4574,0.345,1.0,3
4575,0.159,0.33,2
4576,0.158,0.17,1
4577,0.203,1.0,3
4578,0.062,1.0,1
4579,0.061,1.0,1
4580,0.201,1.0,1
4581,0.14,1.0,3
4582,0.151,0.33,2
4583,0.151,0.17,1
4584,0.511,1.0,3
4585,0.382,1.0,3
4586,0.217,1.0,3
4587,0.152,0.17,1
4588,0.152,0.33,2
4589,0.11,1.0,3
4590,0.157,0.33,2
4591,0.155,0.17,1
4592,0.224,1.0,3
4593,0.512,1.0,3
4594,0.348,1.0,3
4595,0.159,0.33,2
4596,0.158,0.17,1
4597,0.207,1.0,1
4598,0.043,1.0,1
4599,0.042,1.0,1
4600,0.11,0.67,3
4601,0.211,0.67,3
4602,0.355,1.0,1
4603,0.343,1.0,1
4604,0.086,0.5,1
4605,0.114,1.0,1
4606,0.086,1.0,1
4607,0.113,1.0,1
4648,0.349,1.0,3
4649,0.151,0.33,2
4650,0.151,0.17,1
4651,0.503,1.0,3
4652,0.14,1.0,3
4653,0.119,1.0,3
4654,0.152,0.17,1
4655,0.152,0.33,2
4656,0.341,1.0,3
4657,0.157,0.33,2
4658,0.155,0.17,1
4659,0.493,1.0,3
4660,0.142,1.0,3
4661,0.093,1.0,3
4662,0.159,0.33,2
4663,0.158,0.17,1
4664,0.203,1.0,3
4665,0.062,1.0,1
4666,0.061,1.0,1
4667,0.035,1.0,1
4668,0.14,1.0,3
4669,0.151,0.33,2
4670,0.151,0.17,1
4671,0.511,1.0,3
4672,0.078,1.0,3
4673,0.04,1.0,3
4674,0.152,0.17,1
4675,0.152,0.33,2
4676,0.346,1.0,3
4677,0.157,0.33,2
4678,0.155,0.17,1
4679,0.503,1.0,3
4680,0.28,1.0,3
4681,0.117,1.0,3
4682,0.159,0.33,2
4683,0.158,0.17,1
4684,0.039,1.0,1
4685,0.102,1.0,1
4686,0.102,1.0,1
4687,0.192,1.0,1
4688,0.188,0.33,1
4689,0.179,0.5,1
4690,0.187,1.0,1
4691,0.14,1.0,1
4692,0.138,0.5,1
4693,0.118,0.5,1
4694,0.119,1.0,1
4695,0.36,0.33,1
4696,0.365,1.0,1
4697,0.095,1.0,3
4698,0.151,0.33,2
4699,0.151,0.17,1
4700,0.249,1.0,3
4701,0.177,1.0,3
4702,0.231,1.0,3
4703,0.152,0.17,1
4704,0.152,0.33,2
4705,0.341,1.0,3
4706,0.157,0.33,2
4707,0.155,0.17,1
4708,0.493,1.0,3
4709,0.331,1.0,3
4710,0.197,1.0,3
4711,0.159,0.33,2
4712,0.158,0.17,1
4713,0.203,1.0,3
4714,0.062,1.0,1
4715,0.061,1.0,1
4716,0.201,1.0,1
4717,0.14,1.0,3
4718,0.151,0.33,2
4719,0.151,0.17,1
4720,0.511,1.0,3
4721,0.382,1.0,3
4722,0.217,1.0,3
4723,0.152,0.17,1
4724,0.152,0.33,2
4725,0.362,1.0,3
4726,0.157,0.33,2
4727,0.155,0.17,1
4728,0.522,1.0,3
4729,0.528,1.0,3
4730,0.358,1.0,3
4731,0.159,0.33,2
4732,0.158,0.17,1
4733,0.207,1.0,1
4734,0.06,1.0,1
4735,0.06,1.0,1
4736,0.11,0.67,3
4737,0.211,0.67,3
4738,0.188,1.0,1
4739,0.031,1.0,1
4740,0.086,0.5,1
4741,0.114,1.0,1
4742,0.086,1.0,1
4743,0.113,1.0,1
4811,0.015,1.0,3
4812,0.151,0.33,2
4813,0.151,0.17,1
4814,0.283,1.0,3
4815,0.306,1.0,2
4816,0.143,1.0,2
4817,0.152,0.17,1
4818,0.152,0.33,1
4819,0.043,1.0,3
4820,0.157,0.33,2
4821,0.155,0.17,1
4822,0.199,1.0,3
4823,0.512,1.0,2
4824,0.348,1.0,2
4825,0.159,0.33,1
4826,0.158,0.17,1
4827,0.148,1.0,3
4828,0.062,1.0,1
4829,0.061,1.0,1
4938,0.03,1.0,2
4939,0.06,0.27,1
4940,0.095,1.0,2
4941,0.062,0.27,1
5214,0.061,0.36,1
5215,0.095,1.0,2
5216,0.165,1.0,2
5217,0.068,0.36,1
5218,0.261,0.36,1
5219,0.264,1.0,1
5265,0.072,0.36,1
5267,0.22,1.0,1
5443,0.14,1.0,3
5444,0.151,0.33,2
5445,0.151,0.17,1
5446,0.235,1.0,3
5447,0.497,1.0,3
5448,0.332,1.0,3
5449,0.152,0.17,1
5450,0.152,0.33,2
5451,0.167,1.0,3
5452,0.157,0.33,2
5453,0.155,0.17,1
5454,0.154,1.0,3
5455,0.512,1.0,3
5456,0.348,1.0,3
5457,0.159,0.33,2
5458,0.158,0.17,1
5459,0.075,1.0,3
5460,0.062,1.0,1
5461,0.061,1.0,1
5466,0.14,1.0,3
5467,0.151,0.33,2
5468,0.151,0.17,1
5469,0.242,1.0,3
5470,0.198,1.0,3
5471,0.064,1.0,3
5472,0.152,0.17,1
5473,0.152,0.33,2
5474,0.215,1.0,3
5475,0.157,0.33,2
5476,0.155,0.17,1
5477,0.231,1.0,3
5478,0.512,1.0,3
5479,0.348,1.0,3
5480,0.159,0.33,2
5481,0.158,0.17,1
5482,0.049,1.0,3
5483,0.062,1.0,1
5484,0.061,1.0,1
5489,0.14,1.0,3
5490,0.151,0.33,2
5491,0.151,0.17,1
5492,0.222,1.0,3
5493,0.194,1.0,3
5494,0.043,1.0,3
5495,0.152,0.17,1
5496,0.152,0.33,2
5497,0.173,1.0,3
5498,0.157,0.33,2
5499,0.155,0.17,1
5500,0.189,1.0,3
5501,0.194,1.0,3
5502,0.041,1.0,3
5503,0.159,0.33,2
5504,0.158,0.17,1
5505,0.08,1.0,3
5506,0.062,1.0,1
5507,0.061,1.0,1
5512,0.14,1.0,3
5513,0.151,0.33,2
5514,0.151,0.17,1
5515,0.231,1.0,3
5516,0.52,1.0,3
5517,0.354,1.0,3
5518,0.152,0.17,1
5519,0.152,0.33,2
5520,0.237,1.0,3
5521,0.157,0.33,2
5522,0.155,0.17,1
5523,0.273,1.0,3
5524,0.228,1.0,3
5525,0.069,1.0,3
5526,0.159,0.33,2
5527,0.158,0.17,1
5528,0.053,1.0,3
5529,0.062,1.0,1
5530,0.061,1.0,1
5535,0.14,1.0,3
5536,0.151,0.33,2
5537,0.151,0.17,1
5538,0.328,1.0,3
5539,0.136,1.0,2
5540,0.05,1.0,2
5541,0.152,0.17,1
5542,0.152,0.33,1
5543,0.08,1.0,3
5544,0.157,0.33,2
5545,0.155,0.17,1
5546,0.239,1.0,3
5547,0.32,1.0,2
5548,0.152,1.0,2
5549,0.159,0.33,1
5550,0.158,0.17,1
5551,0.058,1.0,3
5552,0.062,1.0,1
5553,0.061,1.0,1
5558,0.118,1.0,3
5559,0.151,0.33,2
5560,0.151,0.17,1
5561,0.269,1.0,3
5562,0.272,1.0,2
5563,0.11,1.0,2
5564,0.152,0.17,1
5565,0.152,0.33,1
5566,0.106,1.0,3
5567,0.157,0.33,2
5568,0.155,0.17,1
5569,0.266,1.0,3
5570,0.256,1.0,2
5571,0.092,1.0,2
5572,0.159,0.33,1
5573,0.158,0.17,1
5578,0.345,1.0,3
5579,0.151,0.33,2
5580,0.151,0.17,1
5581,0.503,1.0,3
5582,0.381,1.0,3
5583,0.212,1.0,3
5584,0.152,0.17,1
5585,0.152,0.33,2
5586,0.341,1.0,3
5587,0.157,0.33,2
5588,0.155,0.17,1
5589,0.493,1.0,3
5590,0.142,1.0,3
5591,0.093,1.0,3
5592,0.159,0.33,2
5593,0.158,0.17,1
5594,0.203,1.0,3
5595,0.062,1.0,1
5596,0.061,1.0,1
5597,0.035,1.0,1
5598,0.14,1.0,3
5599,0.151,0.33,2
5600,0.151,0.17,1
5601,0.511,1.0,3
5602,0.381,1.0,3
5603,0.212,1.0,3
5604,0.152,0.17,1
5605,0.152,0.33,2
5606,0.365,1.0,3
5607,0.157,0.33,2
5608,0.155,0.17,1
5609,0.524,1.0,3
5610,0.28,1.0,3
5611,0.117,1.0,3
5612,0.159,0.33,2
5613,0.158,0.17,1
5614,0.039,1.0,1
5615,0.102,1.0,1
5616,0.102,1.0,1
5617,0.192,1.0,1
5618,0.188,0.33,1
5619,0.179,0.36,1
5620,0.187,1.0,1
5621,0.14,1.0,1
5622,0.138,0.36,1
5623,0.118,0.36,1
5624,0.119,1.0,1
5625,0.36,0.33,1
5626,0.365,1.0,1
5627,0.356,1.0,3
5628,0.151,0.33,2
5629,0.151,0.17,1
5630,0.514,1.0,3
5631,0.177,1.0,3
5632,0.231,1.0,3
5633,0.152,0.17,1
5634,0.152,0.33,2
5635,0.341,1.0,3
5636,0.157,0.33,2
5637,0.155,0.17,1
5638,0.493,1.0,3
5639,0.062,1.0,3
5640,0.046,1.0,3
5641,0.159,0.33,2
5642,0.158,0.17,1
5643,0.203,1.0,3
5644,0.062,1.0,1
5645,0.061,1.0,1
5646,0.201,1.0,1
5647,0.14,1.0,3
5648,0.151,0.33,2
5649,0.151,0.17,1
5650,0.511,1.0,3
5651,0.382,1.0,3
5652,0.217,1.0,3
5653,0.152,0.17,1
5654,0.152,0.33,2
5655,0.11,1.0,3
5656,0.157,0.33,2
5657,0.155,0.17,1
5658,0.224,1.0,3
5659,0.083,1.0,3
5660,0.033,1.0,3
5661,0.159,0.33,2
5662,0.158,0.17,1
5663,0.207,1.0,1
5664,0.043,1.0,1
5665,0.042,1.0,1
5666,0.11,0.67,3
5667,0.211,0.67,3
5668,0.355,1.0,1
5669,0.343,1.0,1
5670,0.086,0.36,1
5671,0.114,1.0,1
5672,0.086,1.0,1
5673,0.113,1.0,1
5674,0.037,1.0,1
5675,0.037,1.0,1
5676,0.044,1.0,1
5677,0.044,1.0,1
5714,0.349,1.0,3
5715,0.151,0.33,2
5716,0.151,0.17,1
5717,0.503,1.0,3
5718,0.381,1.0,3
5719,0.212,1.0,3
5720,0.152,0.17,1
5721,0.152,0.33,2
5722,0.341,1.0,3
5723,0.157,0.33,2
5724,0.155,0.17,1
5725,0.493,1.0,3
5726,0.142,1.0,3
5727,0.093,1.0,3
5728,0.159,0.33,2
5729,0.158,0.17,1
5730,0.203,1.0,3
5731,0.062,1.0,1
5732,0.061,1.0,1
5733,0.035,1.0,1
5734,0.14,1.0,3
5735,0.151,0.33,2
5736,0.151,0.17,1
5737,0.511,1.0,3
5738,0.381,1.0,3
5739,0.212,1.0,3
5740,0.152,0.17,1
5741,0.152,0.33,2
5742,0.346,1.0,3
5743,0.157,0.33,2
5744,0.155,0.17,1
5745,0.503,1.0,3
5746,0.28,1.0,3
5747,0.117,1.0,3
5748,0.159,0.33,2
5749,0.158,0.17,1
5750,0.039,1.0,1
5751,0.102,1.0,1
5752,0.102,1.0,1
5753,0.192,1.0,1
5754,0.188,0.33,1
5755,0.179,0.5,1
5756,0.187,1.0,1
5757,0.14,1.0,1
5758,0.138,0.5,1
5759,0.118,0.5,1
5760,0.119,1.0,1
5761,0.36,0.33,1
5762,0.365,1.0,1
5763,0.095,1.0,3
5764,0.151,0.33,2
5765,0.151,0.17,1
5766,0.238,1.0,3
5767,0.177,1.0,3
5768,0.231,1.0,3
5769,0.152,0.17,1
5770,0.152,0.33,2
5771,0.341,1.0,3
5772,0.157,0.33,2
5773,0.155,0.17,1
5774,0.493,1.0,3
5775,0.058,1.0,3
5776,0.048,1.0,3
5777,0.159,0.33,2
5778,0.158,0.17,1
5779,0.203,1.0,3
5780,0.062,1.0,1
5781,0.061,1.0,1
5782,0.201,1.0,1
5783,0.14,1.0,3
5784,0.151,0.33,2
5785,0.151,0.17,1
5786,0.511,1.0,3
5787,0.382,1.0,3
5788,0.217,1.0,3
5789,0.152,0.17,1
5790,0.152,0.33,2
5791,0.346,1.0,3
5792,0.157,0.33,2
5793,0.155,0.17,1
5794,0.503,1.0,3
5795,0.08,1.0,3
5796,0.041,1.0,3
5797,0.159,0.33,2
5798,0.156,0.17,1
5799,0.207,1.0,1
5800,0.06,1.0,1
5801,0.06,1.0,1
5802,0.11,0.67,3
5803,0.211,0.67,3
5804,0.188,1.0,1
5805,0.031,1.0,1
5806,0.086,0.5,1
5807,0.114,1.0,1
5808,0.086,1.0,1
5809,0.113,1.0,1
5877,0.015,1.0,3
5878,0.151,0.33,2
5879,0.151,0.17,1
5880,0.283,1.0,3
5881,0.306,1.0,2
5882,0.143,1.0,2
5883,0.152,0.17,1
5884,0.152,0.33,1
5885,0.043,1.0,3
5886,0.157,0.33,2
5887,0.155,0.17,1
5888,0.199,1.0,3
5889,0.221,1.0,2
5890,0.138,1.0,2
5891,0.159,0.33,1
5892,0.158,0.17,1
5893,0.148,1.0,3
5894,0.062,1.0,1
5895,0.061,1.0,1
6004,0.03,1.0,2
6005,0.06,0.27,1
6006,0.128,1.0,2
6007,0.062,0.27,1
6280,0.061,0.36,1
6281,0.095,1.0,2
6282,0.198,1.0,2
6283,0.068,0.36,1
6284,0.261,0.36,1
6285,0.264,1.0,1
6331,0.072,0.36,1
6333,0.22,1.0,1
6371,0.35,1.0,3
6372,0.151,0.33,2
6373,0.151,0.17,1
6374,0.508,1.0,3
6375,0.13,1.0,3
6376,0.151,1.0,3
6377,0.152,0.17,1
6378,0.152,0.33,2
6379,0.341,1.0,3
6380,0.157,0.33,2
6381,0.155,0.17,1
6382,0.493,1.0,3
6383,0.142,1.0,3
6384,0.093,1.0,3
6385,0.159,0.33,2
6386,0.158,0.17,1
6387,0.203,1.0,3
6388,0.062,1.0,1
6389,0.061,1.0,1
6390,0.035,1.0,1
6391,0.14,1.0,3
6392,0.151,0.33,2
6393,0.151,0.17,1
6394,0.511,1.0,3
6395,0.103,1.0,3
6396,0.081,1.0,3
6397,0.152,0.17,1
6398,0.152,0.33,2
6399,0.365,1.0,3
6400,0.157,0.33,2
6401,0.155,0.17,1
6402,0.524,1.0,3
6403,0.28,1.0,3
6404,0.117,1.0,3
6405,0.159,0.33,2
6406,0.158,0.17,1
6407,0.039,1.0,1
6408,0.102,1.0,1
6409,0.102,1.0,1
6410,0.192,1.0,1
6411,0.188,0.33,1
6412,0.179,0.5,1
6413,0.187,1.0,1
6414,0.14,1.0,1
6415,0.138,0.5,1
6416,0.118,0.5,1
6417,0.119,1.0,1
6418,0.36,0.33,1
6419,0.365,1.0,1
6420,0.345,1.0,3
6421,0.151,0.33,2
6422,0.151,0.17,1
6423,0.503,1.0,3
6424,0.177,1.0,3
6425,0.231,1.0,3
6426,0.152,0.17,1
6427,0.152,0.33,2
6428,0.341,1.0,3
6429,0.157,0.33,2
6430,0.155,0.17,1
6431,0.493,1.0,3
6432,0.442,1.0,3
6433,0.28,1.0,3
6434,0.159,0.33,2
6435,0.158,0.17,1
6436,0.203,1.0,3
6437,0.062,1.0,1
6438,0.061,1.0,1
6439,0.201,1.0,1
6440,0.14,1.0,3
6441,0.151,0.33,2
6442,0.151,0.17,1
6443,0.511,1.0,3
6444,0.382,1.0,3
6445,0.217,1.0,3
6446,0.152,0.17,1
6447,0.152,0.33,2
6448,0.11,1.0,3
6449,0.157,0.33,2
6450,0.155,0.17,1
6451,0.224,1.0,3
6452,0.512,1.0,3
6453,0.348,1.0,3
6454,0.159,0.33,2
6455,0.158,0.17,1
6456,0.207,1.0,1
6457,0.043,1.0,1
6458,0.042,1.0,1
6459,0.11,0.67,3
6460,0.211,0.67,3
6461,0.355,1.0,1
6462,0.343,1.0,1
6463,0.086,0.5,1
6464,0.114,1.0,1
6465,0.086,1.0,1
6466,0.113,1.0,1
6507,0.349,1.0,3
6508,0.151,0.33,2
6509,0.151,0.17,1
6510,0.503,1.0,3
6511,0.14,1.0,3
6512,0.119,1.0,3
6513,0.152,0.17,1
6514,0.152,0.33,2
6515,0.341,1.0,3
6516,0.157,0.33,2
6517,0.155,0.17,1
6518,0.493,1.0,3
6519,0.142,1.0,3
6520,0.093,1.0,3
6521,0.159,0.33,2
6522,0.158,0.17,1
6523,0.203,1.0,3
6524,0.062,1.0,1
6525,0.061,1.0,1
6526,0.035,1.0,1
6527,0.14,1.0,3
6528,0.151,0.33,2
6529,0.151,0.17,1
6530,0.511,1.0,3
6531,0.078,1.0,3
6532,0.04,1.0,3
6533,0.152,0.17,1
6534,0.152,0.33,2
6535,0.346,1.0,3
6536,0.157,0.33,2
6537,0.155,0.17,1
6538,0.503,1.0,3
6539,0.28,1.0,3
6540,0.117,1.0,3
6541,0.159,0.33,2
6542,0.158,0.17,1
6543,0.039,1.0,1
6544,0.102,1.0,1
6545,0.102,1.0,1
6546,0.192,1.0,1
6547,0.188,0.33,1
6548,0.179,0.5,1
6549,0.187,1.0,1
6550,0.14,1.0,1
6551,0.138,0.5,1
6552,0.118,0.5,1
6553,0.119,1.0,1
6554,0.36,0.33,1
6555,0.365,1.0,1
6556,0.095,1.0,3
6557,0.151,0.33,2
6558,0.151,0.17,1
6559,0.249,1.0,3
6560,0.177,1.0,3
6561,0.231,1.0,3
6562,0.152,0.17,1
6563,0.152,0.33,2
6564,0.341,1.0,3
6565,0.157,0.33,2
6566,0.155,0.17,1
6567,0.493,1.0,3
6568,0.533,1.0,3
6569,0.347,1.0,3
6570,0.159,0.33,2
6571,0.158,0.17,1
6572,0.203,1.0,3
6573,0.062,1.0,1
6574,0.061,1.0,1
6575,0.201,1.0,1
6576,0.14,1.0,3
6577,0.151,0.33,2
6578,0.151,0.17,1
6579,0.511,1.0,3
6580,0.382,1.0,3
6581,0.217,1.0,3
6582,0.152,0.17,1
6583,0.152,0.33,2
6584,0.346,1.0,3
6585,0.157,0.33,2
6586,0.155,0.17,1
6587,0.503,1.0,3
6588,0.527,1.0,3
6589,0.362,1.0,3
6590,0.159,0.33,2
6591,0.158,0.17,1
6592,0.207,1.0,1
6593,0.06,1.0,1
6594,0.06,1.0,1
6595,0.11,0.67,3
6596,0.211,0.67,3
6597,0.188,1.0,1
6598,0.031,1.0,1
6599,0.086,0.5,1
6600,0.114,1.0,1
6601,0.086,1.0,1
6602,0.113,1.0,1
6670,0.015,1.0,3
6671,0.151,0.33,2
6672,0.151,0.17,1
6673,0.283,1.0,3
6674,0.306,1.0,2
6675,0.143,1.0,2
6676,0.152,0.17,1
6677,0.152,0.33,1
6678,0.043,1.0,3
6679,0.157,0.33,2
6680,0.155,0.17,1
6681,0.199,1.0,3
6682,0.512,1.0,2
6683,0.348,1.0,2
6684,0.159,0.33,1
6685,0.158,0.17,1
6686,0.148,1.0,3
6687,0.062,1.0,1
6688,0.061,1.0,1
6797,0.03,1.0,2
6798,0.06,0.27,1
6799,0.095,1.0,2
6800,0.062,0.27,1
7073,0.061,0.36,1
7074,0.095,1.0,2
7075,0.165,1.0,2
7076,0.068,0.36,1
7077,0.261,0.36,1
7078,0.264,1.0,1
