,total_vehicle,weighted_density,weighted_flow
0,47,17.904761904761923,239.10857142857168
1,74,28.190476190476218,405.8194285714289
2,62,23.61904761904764,429.12000000000046
3,64,24.380952380952404,417.79200000000054
4,59,22.4761904761905,422.19428571428625
5,49,18.666666666666686,437.43085714285746
6,22,8.38095238095239,243.9497142857146
7,14,5.333333333333338,134.18057142857157
8,11,4.190476190476195,122.24914285714299
9,11,4.190476190476195,93.13371428571438
10,12,4.5714285714285765,108.13714285714296
11,15,5.71428571428572,123.99085714285727
12,27,10.285714285714295,152.24228571428586
13,24,9.142857142857153,189.50400000000022
14,16,6.095238095238101,194.0571428571431
15,18,6.857142857142864,159.67542857142877
16,17,6.4761904761904825,143.1634285714287
17,22,8.38095238095239,148.60800000000015
18,27,10.285714285714295,214.60114285714315
19,27,10.285714285714295,260.37942857142883
20,24,9.142857142857153,167.56114285714304
21,23,8.761904761904772,234.33600000000024
22,28,10.666666666666677,249.24342857142884
23,23,8.761904761904772,230.70171428571453
24,28,10.666666666666677,180.00000000000023
25,39,14.857142857142872,278.4548571428575
26,28,10.666666666666677,258.10285714285743
27,42,16.000000000000018,268.5394285714288
28,33,12.571428571428584,271.8994285714288
29,34,12.952380952380965,255.2091428571431
30,45,17.14285714285716,326.427428571429
31,34,12.952380952380965,324.1097142857146
32,36,13.714285714285728,229.3851428571431
33,43,16.380952380952397,324.4114285714289
34,44,16.76190476190478,295.5291428571432
35,40,15.238095238095253,293.4034285714289
36,51,19.42857142857145,368.2422857142861
37,42,16.000000000000018,333.07885714285754
38,50,19.047619047619065,310.4365714285718
39,47,17.904761904761923,341.3348571428575
40,58,22.095238095238116,377.21142857142894
41,45,17.14285714285716,348.3291428571432
42,43,16.380952380952397,323.0811428571432
43,47,17.904761904761923,356.70857142857176
44,50,19.047619047619065,399.79885714285746
45,53,20.19047619047621,397.7554285714289
46,51,19.42857142857145,395.2457142857146
47,56,21.333333333333353,334.09371428571455
48,59,22.4761904761905,397.9200000000004
49,56,21.333333333333353,409.275428571429
50,70,26.666666666666693,417.5725714285719
51,62,23.61904761904764,430.0937142857147
52,72,27.428571428571455,446.4411428571434
53,66,25.142857142857167,436.7040000000004
54,63,24.000000000000025,412.7040000000004
55,78,29.714285714285744,473.71885714285764
56,79,30.095238095238127,491.2457142857148
57,73,27.80952380952384,493.54971428571474
58,76,28.95238095238098,494.0297142857148
59,77,29.333333333333364,471.5382857142861
60,79,30.095238095238127,538.7245714285721
61,102,38.8571428571429,504.452571428572
62,106,40.38095238095242,535.7897142857147
63,93,35.428571428571466,508.81371428571475
64,96,36.57142857142861,504.35657142857184
65,80,30.476190476190506,507.7302857142863
66,95,36.190476190476225,515.2320000000004
67,94,35.809523809523846,511.61142857142903
68,101,38.47619047619052,496.96457142857196
69,102,38.8571428571429,559.076571428572
70,117,44.57142857142862,541.5222857142863
71,114,43.42857142857147,570.6377142857148
72,109,41.52380952380957,548.7908571428577
73,137,52.19047619047625,541.371428571429
74,137,52.19047619047625,560.5302857142864
75,110,41.90476190476195,532.0731428571434
76,125,47.61904761904767,562.4091428571435
77,142,54.09523809523815,552.0000000000008
78,107,40.7619047619048,553.124571428572
79,144,54.85714285714291,531.8125714285718
80,138,52.571428571428626,540.1234285714291
81,122,46.476190476190524,525.5588571428577
82,148,56.380952380952436,522.9394285714291
83,151,57.52380952380958,543.0720000000006
84,127,48.38095238095243,516.2331428571433
85,151,57.52380952380958,495.26400000000035
86,150,57.1428571428572,542.4274285714292
87,120,45.71428571428576,562.6422857142862
88,150,57.1428571428572,561.860571428572
89,145,55.2380952380953,606.637714285715
90,101,38.47619047619052,584.6262857142864
91,149,56.761904761904816,569.2251428571434
92,150,57.1428571428572,545.5131428571435
93,125,47.61904761904767,527.7531428571433
94,142,54.09523809523815,543.3462857142863
95,147,56.00000000000006,573.1474285714293
96,112,42.66666666666671,553.9474285714291
97,148,56.380952380952436,581.636571428572
98,139,52.952380952381006,593.0057142857149
99,99,37.71428571428575,569.4582857142864
100,151,57.52380952380958,560.6125714285719
101,156,59.42857142857149,590.3177142857149
102,122,46.476190476190524,557.019428571429
103,156,59.42857142857149,548.7360000000004
104,146,55.61904761904768,577.371428571429
105,116,44.19047619047623,580.2651428571435
106,150,57.1428571428572,563.1360000000006
107,147,56.00000000000006,574.7931428571435
108,118,44.952380952381,569.9931428571434
109,153,58.28571428571434,537.1200000000007
110,153,58.28571428571434,562.4914285714293
111,110,41.90476190476195,577.0422857142862
112,135,51.42857142857148,595.0902857142864
113,138,52.571428571428626,602.6194285714294
114,105,40.00000000000004,587.0125714285721
115,155,59.04761904761911,544.2651428571435
116,145,55.2380952380953,625.2068571428578
117,109,41.52380952380957,560.7360000000004
118,159,60.57142857142863,561.7782857142863
119,146,55.61904761904768,580.3062857142862
120,121,46.095238095238145,544.8274285714293
121,143,54.47619047619053,548.571428571429
122,155,59.04761904761911,581.5542857142864
123,115,43.80952380952385,576.699428571429
124,155,59.04761904761911,567.4560000000007
125,161,61.33333333333339,567.1542857142865
126,114,43.42857142857147,569.581714285715
127,161,61.33333333333339,553.467428571429
128,149,56.761904761904816,547.9542857142864
129,115,43.80952380952385,554.8662857142862
130,138,52.571428571428626,568.1417142857149
131,156,59.42857142857149,560.0640000000005
132,118,44.952380952381,552.8640000000006
133,146,55.61904761904768,608.0228571428578
134,157,59.80952380952387,580.6491428571434
135,127,48.38095238095243,529.0011428571433
136,162,61.71428571428578,524.9417142857146
137,159,60.57142857142863,548.3520000000005
138,115,43.80952380952385,577.604571428572
