Link_ID in VISSIM,Length(km),Green_ratio,Lanes
10994,0.014,1.0,1
10995,0.027,1.0,1
10996,0.032,1.0,2
10997,0.008,1.0,1
10998,0.013,1.0,2
10999,0.009,1.0,1
11000,0.016,1.0,2
11001,0.015,1.0,1
11002,0.006,1.0,1
11003,0.004,1.0,2
11004,0.012,1.0,2
11005,0.007,1.0,1
11006,0.036,1.0,2
11007,0.009,1.0,1
11008,0.028,1.0,1
11009,0.029,1.0,1
11010,0.011,1.0,1
11011,0.03,1.0,2
11012,0.029,1.0,1
11013,0.031,1.0,2
11014,0.014,1.0,1
11015,0.027,1.0,1
11016,0.03,1.0,2
11017,0.008,1.0,1
11018,0.007,1.0,3
11019,0.011,1.0,1
11020,0.014,1.0,1
11021,0.003,1.0,3
11022,0.02,1.0,3
11023,0.013,1.0,1
11024,0.013,1.0,1
11025,0.012,1.0,1
11026,0.014,1.0,1
11027,0.008,1.0,3
11028,0.011,1.0,3
11029,0.012,1.0,1
11030,0.019,1.0,3
11031,0.009,,3
11032,0.01,,3
11033,0.026,1.0,1
11034,0.012,,1
11035,0.015,,1
11036,0.02,1.0,1
11037,0.029,1.0,1
11038,0.029,1.0,1
11039,0.015,1.0,1
11040,0.016,1.0,1
11041,0.01,1.0,1
11042,0.006,1.0,1
11043,0.011,1.0,1
11044,0.02,1.0,1
11045,0.008,1.0,1
11046,0.022,1.0,1
11047,0.008,1.0,1
11048,0.018,1.0,3
11049,0.026,1.0,1
11050,0.009,1.0,1
11051,0.022,1.0,1
11052,0.025,1.0,1
11053,0.006,1.0,1
11054,0.013,,1
11055,0.02,1.0,1
11056,0.018,1.0,1
11057,0.019,1.0,1
11058,0.006,1.0,1
11059,0.007,1.0,1
11060,0.019,1.0,1
11061,0.017,1.0,1
11062,0.003,1.0,1
11063,0.005,,1
11064,0.021,1.0,1
11065,0.001,,3
11066,0.001,,3
11067,0.011,1.0,3
11068,0.005,1.0,3
11092,0.012,1.0,2
11093,0.008,1.0,1
11094,0.012,1.0,1
11095,0.014,1.0,1
11096,0.006,1.0,1
11097,0.004,1.0,2
11098,0.036,1.0,1
11099,0.03,1.0,1
11100,0.01,1.0,1
11101,0.011,1.0,1
11102,0.028,1.0,1
11103,0.009,1.0,1
11104,0.012,1.0,1
11105,0.03,1.0,2
11106,0.029,1.0,1
11107,0.029,1.0,1
11108,0.016,1.0,1
11109,0.035,1.0,1
11110,0.03,1.0,2
11111,0.009,1.0,1
11112,0.01,1.0,3
11113,0.013,1.0,1
11114,0.01,1.0,1
11115,0.002,,3
11116,0.001,,3
11125,0.004,,2
11126,0.008,,2
11127,0.001,1.0,1
11128,0.001,,1
11447,0.007,1.0,1
11448,0.007,1.0,1
11449,0.004,1.0,1
11450,0.007,1.0,1
11451,0.018,1.0,1
11452,0.02,1.0,1
11453,0.02,1.0,1
11454,0.02,1.0,1
11568,0.009,1.0,1
11570,0.007,1.0,1
11571,0.023,1.0,1
11581,0.018,1.0,1
11582,0.019,1.0,1
11583,0.004,1.0,1
11584,0.006,1.0,1
11585,0.019,1.0,1
11724,0.013,1.0,2
11725,0.009,1.0,1
11726,0.016,1.0,2
11727,0.015,1.0,1
11728,0.006,1.0,1
11729,0.004,1.0,2
11730,0.012,1.0,2
11731,0.007,1.0,1
11732,0.036,1.0,2
11733,0.009,1.0,1
11734,0.028,1.0,1
11735,0.029,1.0,1
11736,0.011,1.0,1
11737,0.03,1.0,2
11738,0.029,1.0,1
11739,0.031,1.0,2
11740,0.014,1.0,1
11741,0.027,1.0,1
11742,0.03,1.0,2
11743,0.008,1.0,1
11744,0.007,1.0,3
11745,0.011,1.0,1
11746,0.014,1.0,1
11747,0.013,1.0,2
11748,0.009,1.0,1
11749,0.016,1.0,2
11750,0.015,1.0,1
11751,0.006,1.0,1
11752,0.004,1.0,2
11753,0.013,1.0,2
11754,0.008,1.0,1
11755,0.036,1.0,2
11756,0.009,1.0,1
11757,0.028,1.0,1
11758,0.029,1.0,1
11759,0.011,1.0,1
11760,0.03,1.0,2
11761,0.029,1.0,1
11762,0.032,1.0,2
11763,0.014,1.0,1
11764,0.027,1.0,1
11765,0.03,1.0,2
11766,0.009,1.0,1
11767,0.007,1.0,3
11768,0.011,1.0,1
11769,0.014,1.0,1
11770,0.013,1.0,2
11771,0.009,1.0,1
11772,0.016,1.0,2
11773,0.015,1.0,1
11774,0.006,1.0,1
11775,0.004,1.0,2
11776,0.012,1.0,2
11777,0.006,1.0,1
11778,0.036,1.0,2
11779,0.009,1.0,1
11780,0.028,1.0,1
11781,0.029,1.0,1
11782,0.011,1.0,1
11783,0.03,1.0,2
11784,0.029,1.0,1
11785,0.031,1.0,2
11786,0.014,1.0,1
11787,0.027,1.0,1
11788,0.03,1.0,2
11789,0.008,1.0,1
11790,0.007,1.0,3
11791,0.011,1.0,1
11792,0.013,1.0,1
11793,0.013,1.0,2
11794,0.009,1.0,1
11795,0.016,1.0,2
11796,0.015,1.0,1
11797,0.006,1.0,1
11798,0.004,1.0,2
11799,0.012,1.0,2
11800,0.007,1.0,1
11801,0.036,1.0,2
11802,0.009,1.0,1
11803,0.028,1.0,1
11804,0.029,1.0,1
11805,0.011,1.0,1
11806,0.03,1.0,2
11807,0.029,1.0,1
11808,0.031,1.0,2
11809,0.014,1.0,1
11810,0.027,1.0,1
11811,0.03,1.0,2
11812,0.008,1.0,1
11813,0.007,1.0,3
11814,0.011,1.0,1
11815,0.013,1.0,1
11816,0.013,1.0,2
11817,0.009,1.0,1
11818,0.012,1.0,1
11819,0.014,1.0,1
11820,0.006,1.0,1
11821,0.004,1.0,2
11822,0.036,1.0,1
11823,0.03,1.0,1
11824,0.01,1.0,1
11825,0.012,1.0,1
11826,0.028,1.0,1
11827,0.009,1.0,1
11828,0.012,1.0,1
11829,0.03,1.0,2
11830,0.029,1.0,1
11831,0.029,1.0,1
11832,0.017,1.0,1
11833,0.035,1.0,1
11834,0.03,1.0,2
11835,0.009,1.0,1
11836,0.007,1.0,3
11837,0.011,1.0,1
11838,0.013,1.0,1
11839,0.013,1.0,2
11840,0.009,1.0,1
11841,0.012,1.0,1
11842,0.014,1.0,1
11843,0.006,1.0,1
11844,0.004,1.0,2
11845,0.036,1.0,1
11846,0.03,1.0,1
11847,0.01,1.0,1
11848,0.011,1.0,1
11849,0.028,1.0,1
11850,0.009,1.0,1
11851,0.012,1.0,1
11852,0.03,1.0,2
11853,0.029,1.0,1
11854,0.029,1.0,1
11855,0.016,1.0,1
11856,0.035,1.0,1
11857,0.03,1.0,2
11858,0.009,1.0,1
